tweets,labls
Republicans must do what is necessary to ensure that not one additional penny will go toward this administration’s… https://t.co/3GnXeIYXYV,R
"Thank you @dairyidfa for coming out to our Washington, D.C. office to discuss supply-chain and workforce issues aff… https://t.co/q0v0xObYtM",R
Happy 75th birthday @USAirForce! https://t.co/E5y5zOBZWg,R
"ICYMI - I joined the Kasper &amp; Chris Show on Thursday to wrap up the week in Congress.

🎙️ Listen to the full interv… https://t.co/69e6FEoaox",R
"(2/2) More on the IRS Reduction Act: https://t.co/6mSc5shSTN

More on the CBO Report:  https://t.co/g0QLBVTx8K",R
"(1/2) I am proud to cosponsor H.R.8769, the IRS Reduction Act. The bill will rescind any funds appropriated to the… https://t.co/bVErVsVgc8",R
"RT @SenatorRisch: The Idaho delegation had the chance to host @GovernorLittle in Washington, D.C. this week. It’s not often you find a Cong…",R
"In today's @NatResources Subcommittee hearing, I discussed the need to properly balance land management objectives,… https://t.co/TpeGKIphcj",R
"On the same day President Biden is celebrating the passage of the Inflation ""Reduction"" Act, the @BLS_gov is announ… https://t.co/QuBGkmWayF",R
"Coming up at **9:05am MT**, I will be joining @kevinmillershow to preview the week as Congress returns to D.C.

Lis… https://t.co/8zSovAGq7v",R
"Today, we remember those we lost during the terrorist attacks of September 11, 2001, and the heroes of that day tha… https://t.co/V2KjruQ8N6",R
President Biden's student loan forgiveness plan will only exacerbate the issues that caused student debt to explode… https://t.co/Bv4dFYSkcX,R
Supporting America’s young people and keeping our communities safe are priorities Republicans have long supported.… https://t.co/8HhRXZszdx,R
"Join me on the radio at 7:05am MT for this week’s Congressional Update with @kevinmillershow.

🎙️ Listen here:… https://t.co/3YAyHVkla6",R
"September is National #SuicidePrevention Month. If you or a loved one need support, you can now call or text 988 fo… https://t.co/gSkjlaR43U",R
"As a member of the Republican Big Tech Censorship and Data Task Force, I remain committed to empowering parents to… https://t.co/RLATCKyozu",R
"We have been repeatedly told by the Biden Administration to trust the science, that is, unless the science disagree… https://t.co/mCepwvG5vW",R
A new report from @USCBO confirms that middle and lower income Americans will face more audits as a result of the D… https://t.co/XIBLBaHcCt,R
"ICYMI - I recently joined the @kevinmillershow to discuss the Inflation ""Reduction"" Act's IRS provisions which will… https://t.co/RP1XmFCtjc",R
I joined @capitolreport to discuss President Biden’s student loan forgiveness plan — which will cost taxpayers an e… https://t.co/OSnsc8mRtV,R
"Today, we remember the 13 courageous servicemembers who lost their lives in Afghanistan exactly one year ago. We wi… https://t.co/UbCEY6LwNC",R
"In response to the Supreme Court’s Dobbs decision, violence against pro-life clinics and churches continue to be re… https://t.co/HzSEEj0XOY",R
"Joining @kevinmillershow at 7:05am MT — tune in for the latest from Congress!

🎧 Listen: https://t.co/9IcJPjAIn6",R
I am grateful to receive the Friend of Farm Bureau Award by @IDFarmBureau for my support of Idaho's ag community.… https://t.co/fapMvW5BTU,R
"On Tuesday's interview with Kasper &amp; Chris, I discussed the ramifications of the Democrats' reconciliation bill and… https://t.co/v7Aftvdsrl",R
"August is Anti-Terrorism Awareness Month. Remember to:

✅ Stay vigilant
✅ Remember details
✅ Report concerns https://t.co/j4ynkPIzKN",R
"Coming up in a few minutes, join me on @KBOIRadio’s Kasper and Chris for the latest from Congress.

Listen live sta… https://t.co/kRzDyDvPti",R
"On Friday, I joined the Nate Shelman Show after making my vote on the Inflation Reduction Act.

🎧 Listen as we disc… https://t.co/7KI6bTEFYx",R
"The Inflation ""Reduction"" Act is as deceptively named as it is dangerous to our country’s economic well-being. Inst… https://t.co/PaZxZoiFWe",R
Joining the Neal and Julie Show on NewsTalk 107.9 shortly to discuss the upcoming vote on the Inflation “Reduction”… https://t.co/6V8fgHCU1a,R
"🎙️ ICYMI - I joined the @KevinMillerShow  on Tuesday to discuss the recently passed CHIPS Act, the raid on Mar-a-La… https://t.co/Ruiy5CuUa1",R
I am cosponsoring H.R. 7223 to stop American taxpayer dollars from going to the United Nation's Commission of Inqui… https://t.co/8eXoLNqskK,R
RT @GOPLeader: Attorney General Garland: preserve your documents and clear your calendar. https://t.co/dStAjnwbAT,R
"Alongside my Republican colleagues, I am urging the CEOs of America's major banks to reconsider their new policies… https://t.co/NfF0wiYEZ4",R
"Hydropower provides clean and affordable energy that is helping us meet our country's baseload energy demand.

I am… https://t.co/tR3mvNPvQ3",R
I joined 56 of my @HouseGOP colleagues in expressing our concern over taxpayer dollars going to fund CCP propaganda… https://t.co/fahpmhprQ7,R
"RT @NatResources: Last week, @RepWesterman  joined @RepRosendale, @RepRussFulcher, and @RepJasonSmith for a tour of energy resources in Mon…",R
"According to the latest CPI data, inflation soared 9.1% for the 12 months ending June, the largest 12-month increas… https://t.co/eSElAE6Uyc",R
"This week I had the opportunity to visit mining operations, oil and gas refineries, and various energy projects in… https://t.co/8T1bFPKWK6",R
"I am deeply saddened to learn of the passing of Congresswoman Jackie Walorski and members of her team.

My prayers… https://t.co/3y5zkSSU2G",R
"By filing suit against Idaho over its anti-abortion law, President Joe Biden and his Justice Department are display… https://t.co/d2DxBqrW7c",R
"“Free speech must be cherished and preserved.”

Read the full op-ed from @TheBabylonBee and the House Republican Bi… https://t.co/NTiE7CNmpr",R
"Join me and @kevinmillershow at 7:05 am MT for this week’s Congressional Update!

🎙 Click here to listen live:… https://t.co/Q0TdvWUqim",R
My statement on H.R. 1808 — https://t.co/WdVdTdYubt,R
"reopening the amendment process, enforcing responsibility in spending, and implementing legislative transparency. 2… https://t.co/AH8dTFfJeF",R
Congressional rules under Pelosi's leadership have been abused. In order to fulfill its Constitutional mandate to s… https://t.co/O63yCbWS0A,R
We are facing a recession and record inflation — yet Democrats in Congress want to talk about cats. Americans are h… https://t.co/4IzQMycJNa,R
"While we cannot understate the risk currently posed by China’s position in the semiconductor market, we also should… https://t.co/e14HkFRl1b",R
Today’s announcement by @BEA_News stating that the U.S. economy shrunk for a second straight quarter means we are n… https://t.co/O4DufTeYUu,R
"Joining @kevinmillershow at 6:05am MT to discuss the week ahead in Congress. 

🎙 Listen to my latest Congressional… https://t.co/4QtqfWFWL3",R
"In today’s @EdLaborGOP markup, I spoke in support of including potatoes in school breakfast programs. Potatoes are… https://t.co/iZdr2W1LgO",R
.@NatResources is now marking up Democrats' H.R. 2021. The bill's onerous regulations will disincentive investment… https://t.co/5aEfeWUWow,R
"I join Idahoans in mourning the loss of Thomas Hayes from Post Falls and Jared Bird from Anchorage, AK. Both vetera… https://t.co/idSSrsNMoG",R
"In this week's @NatResources hearing, I discussed H.R. 5350 — the Enhancing Geothermal Production on Federal Lands… https://t.co/PTqIu3I9SV",R
"As the VA reassesses the Cerner implementation at the Boise VAMC, the Idaho Congressional Delegation continues to c… https://t.co/JfMVueppPW",R
by the Religious Freedom Restoration Act. I oppose this poorly drafted bill and will vote NO. 3/3,R
"right to chemical abortion drugs that can be used weeks or months into a pregnancy. Furthermore, the legislation co… https://t.co/X5QhrTlFvm",R
"In an attempt to undermine the Supreme Court’s ruling in Dobbs, Democrats are using H.R. 8373 as a vehicle to guara… https://t.co/vjygs1IGPw",R
I will be going LIVE with @KBOIRadio’s Kasper &amp; Chris at 6:05 Mountain Time. We’ll discuss the latest news from thi… https://t.co/gUFvELVyfJ,R
The Biden Administration is talking a big game on carbon goals while simultaneously engaging in actions to undermin… https://t.co/Z7xshP6EGj,R
"ICYMI: Listen to my recent interview with @nateshelman @KBOIRadio where I discuss the RETURN Act, dam breaching, an… https://t.co/lwQ1etQiy2",R
We recently had the pleasure to visit with Aubree Jolly from Culdesac. Aubree was selected as an Idaho State repres… https://t.co/SJh1XVCd0r,R
I have introduced the FILM Act to cut bureaucratic red tape and support the First Amendment rights of citizens on f… https://t.co/5XPWjwgoXW,R
"Today, I spoke in opposition to H.R. 8296 and H.R. 8297 and in defense of the unborn. WATCH: https://t.co/pGfpldRKxf",R
"I cannot support legislation that adds to our $30 trillion national debt, prioritizes divisive ideological training… https://t.co/IjFWRXH0It",R
The National Defense Authorization Act is designed to fund our country’s defense capabilities. The legislation put… https://t.co/kHJWlPLXcc,R
"It was a pleasure to meet with @NationalFFA members from Notus and Canyon County during their visit to Washington,… https://t.co/K1wdFuP14C",R
This new subaccount will receive $800 million from unallocated lease revenue generated by energy development projects on federal lands. 2/2,R
"FACT VS. FICTION: RETURN Act

The RETURN Act sets up a stable funding mechanism for the hunter education programs a… https://t.co/2OLuadWIQR",R
"Democratic legislation to enact a 1,000% tax on various popular guns would blow a hole in Pittman-Robertson by decr… https://t.co/cscTmKRvlt",R
"FACT VS. FICTION: RETURN Act

Democratic proposals to restrict the 2nd Amendment – not the RETURN Act – are the big… https://t.co/Bip7l5Xc6P",R
"On July 16th, @samhsagov is launching the three-digit dialing code ""988."" Americans who dial or text this number wi… https://t.co/2bbjj3uPSr",R
RT @freedomcaucus: OFFICIAL POSITION: House Freedom Caucus urges all Republicans to stand with our Service Members in the fight to protect…,R
"In today's @NatResources markup hearing, Democrats are pushing legislation to shut down critical mineral production… https://t.co/9lbFrxEr4S",R
"It's not often I agree with former Pres. Obama, but when he called a proposed gas tax holiday a ""gimmick"" in 2008,… https://t.co/mnzJxYfsWh",R
"Coming up at 6:05am MT, I will be joining @kevinmillershow @KIDOTalkRadio for this week’s Congressional Update.

🎙… https://t.co/AgUX8DtqX6",R
The Biden Administration believes its role is to re-write the laws written by Congress to further its anti-2nd Amen… https://t.co/47RIFjbW0I,R
"Congratulations to Kathryn Colson from Bonners Ferry on being named a @LibraryCongress Junior Fellow!
You can check… https://t.co/rlcxE2XFMh",R
RT @RepNewhouse: @cathymcmorris @HerreraBeutler @RepRussFulcher @RepRosendale @RepBentz and I are urging this administration to utilize sou…,R
RT @RepNewhouse: Today’s release of two reports from the Biden Administration’s @WHCEQ confirms what we have suspected for some time—they a…,R
Our office has heard from frustrated constituents that are experiencing longer than expected delays in receiving th… https://t.co/BZkgtDmsxr,R
It is clear the Forest Service has damaged the public’s trust and must set in place procedures that will restore co… https://t.co/uO03BDQK8f,R
"I am proud to introduce the FILM Act, which modernizes the outdated, expensive, and cumbersome film permitting proc… https://t.co/WQ24yxdAqq",R
"Joining Neal Larson and Julie Mason at 8:35am MT for a Congressional update!

Listen along here: https://t.co/zIv8fsEW9B",R
It was an honor to join Rabbi Mendel Lifshitz at the groundbreaking celebration for the Chabad Jewish Center expans… https://t.co/m8svF4qfd5,R
"I’m LIVE with Kasper &amp; Chris @KBOIRadio. Tune in to hear the latest news from Congress.

🎙 Listen here:… https://t.co/3vg3NXJ7Rl",R
"I will be live and in-studio with @kevinmillershow @KIDOTalkRadio starting at 9am Mountain Time.

🎙 Listen live and… https://t.co/OCZ07PJuno",R
Happy Independence Day to you and your loved ones! https://t.co/aRcTWYFRO8,R
"On this day in 1890, Idaho became the 43rd state in the Union. Join me in wishing the #GemState a happy birthday! https://t.co/UIspoY2KvG",R
"I am an original cosponsor on H.R. 8167, the RETURN Act, which eliminates the excise tax on firearms and ammunition… https://t.co/f3lWXWgPyM",R
Congress did not establish the SEC to set climate policy nor to be the final arbiter of businesses' strategies to c… https://t.co/UeQi4teyYo,R
"RT @CitizenFreePres: Matt Gaetz:

""Does it feel sometimes like we're living in a crazy Sci-Fi movie where powerful entities and interests a…",R
"There is a broad effort underway to deplatform, demonetize, and destroy those who have an America First perspective… https://t.co/GCFwe2GQFn",R
"Rep. @FrankPallone agrees with me about banning offshore oil drilling in Florida.

He also thinks we should build w… https://t.co/pK4mKJkxlq",R
SAVE @NEWSMAX!,R
"RT @NEWSMAX: Rep. Matt Gaetz told ""Prime News"" on Monday that DirecTV dropped NEWSMAX because some people simply can't tolerate opposing vi…",R
"AT&amp;T's DirecTV has REMOVED @Newsmax from its lineup.

This is blatant content-based censorship. Congress, the Antit… https://t.co/Cypy5hrDOj",R
"RT @NEWSMAX: ""I am undecided, as of tonight, as to whether or not I would vote to remove Ilhan Omar from the Foreign Affairs Committee,"" sa…",R
"As of tonight, I am undecided as to whether or not I would vote to remove Rep. @Ilhan Omar from the Foreign Affairs… https://t.co/aDXNPvdsvN",R
"RT @NEWSMAX: PROGRAM ALERT 🚨:

• @RealBenCarson 
• @karol 
• @SarahPalinUSA 
• @DogBountyHunter 
• @RepMattGaetz 
• @RepBoebert 

WATCH LIV…",R
The new rules of the House will last long past my time in Congress or McCarthy's as Speaker. They democratize the p… https://t.co/Mc667sGyOH,R
DON’T MISS IT: I’ll be joining @TheBeatWithAri to discuss the House GOP agenda for the 118th Congress and what the… https://t.co/FrWatnJrSE,R
"RT @theMRC: .@RepMattGaetz: ""Adam Schiff led the effort for years to weaponize lies from the Clinton campaign and a corrupt Department of J…",R
"Gaetz: Do you think even the Intelligence Committee is fundraising-based?

@RepTimBurchett: It all is. Everything u… https://t.co/lUpMBAIK5S",R
RT @EpochTimes: Rep. @AdamSchiff may face an investigation and be denied access to classified info under a resolution introduced by @RepMat…,R
"RT @Firebrand_Pod: Episode 85 LIVE: Backbenching with Burchett (feat. Rep. Tim Burchett) – Firebrand with Matt Gaetz
https://t.co/04hN3Ga5H…",R
RT @dcexaminer: Republicans must put an end to this. I’m determined to use the annual defense spending bill to uproot this sort of nonsense…,R
"RT @CitizenFreePres: Matt Gaetz:

""If we impose work requirements on SNAP and Medicaid expansion for able-bodied adults we'd have the abili…",R
"""The $90 million Howard University contract shows the Pentagon prioritizes 'wokeism' over all""

READ my latest op-e… https://t.co/FVdDdkCwC1",R
.@SecDef’s role isn’t to make sure that our research and development contracts are given out to people of the right… https://t.co/g7yA0BlRTh,R
"RT @FoxNews: CAREER LEAKERS: On ""Hannity,"" Rep. Matt Gaetz rips Reps. Schiff and Swalwell for making their careers by ""leaking and then emb…",R
RT @nypost: Matt Gaetz introduces bill barring Adam Schiff from receiving classified information https://t.co/CeZvNElQx0 https://t.co/l1cz6…,R
https://t.co/jGBLDk3IS2,R
"No one can truly defend Adam Schiff.

He made his career leaking and then embroidering lies onto those very leaks.… https://t.co/6vXwbFkthL",R
"Gaetz: What do you think about the decision to send Abrams tanks to Ukraine?

@RepTimBurchett: I'm not a supporter… https://t.co/7BNoKX1SNT",R
"READ: Congressman Matt Gaetz Introduces “PENCIL Resolution,” Barring Congressman Adam Schiff from Accessing Classif… https://t.co/Jl7DdPyl8L",R
"COMING UP: I’ll be joining @SeanHannity to discuss legislation I filed today titled the “PENCIL Resolution,” which… https://t.co/FKrcTDTLah",R
RT @seanhannity: GAETZ OF HELL! Rep. Matt Gaetz Intros PENCIL Act to Prevent Adam Schiff from Seeing Classified Info https://t.co/8QObyywPMX,R
"RT @seanhannity: SCHIFF SHOW: Adam Schiff can't stop whining about being removed from the Intel Committee! TONIGHT on ""Hannity,"" we'll spea…",R
Episode 85 LIVE: Backbenching with Burchett (feat. Rep. Tim Burchett) – Firebrand with Matt Gaetz https://t.co/U42iQneiBg,R
RT @kristina_wong: .@RepMattGaetz Introduces PENCIL Resolution to Bar Schiff from Classified Info https://t.co/WQSRGVif7e via @BreitbartNews,R
https://t.co/Y5oO8HugJi,R
".@WEARTV: ""Northwest Florida Congressman Matt Gaetz applauded the House of Representatives Thursday for adopting hi… https://t.co/YwFBug8NDW",R
"RT @FLVoiceNews: NEW: Rep. Matt Gaetz files 'PENCIL Act' to try and ban Adam Schiff from accessing classified information

https://t.co/19L…",R
The House of Representatives just adopted my amendment to the Strategic Production Response Act to protect the coas… https://t.co/EANQmgaqOu,R
"RT @RealAmVoice: .@RepMattGaetz joins #TheCharlieKirkShow to discuss news surrounding the recent arrest of former top FBI official, Charles…",R
"RT @henryrodgersdc: EXCLUSIVE: Matt Gaetz To Introduce ‘PENCIL Act,’ Blocking Adam Schiff From Reviewing Classified Information 

PENCIL st…",R
I'll be introducing legislation not only to see that Adam Schiff is removed from the Intel Committee but to express… https://t.co/rR3Dv2yqeR,R
Episode 84 LIVE: Russia Hoax Fed Indicted – Firebrand with Matt Gaetz https://t.co/e5ZOcNRnCQ,R
"RT @DailyCaller: .@RepMattGaetz: ""While Eric Swalwell was saying that he had evidence that Donald Trump was a Russian agent, there were act…",R
RT @Jim_Jordan: https://t.co/lUIgENi8lk,R
"RT @RepEricBurlison: We’ve got some great patriot-cosponsors fighting with me to repeal the NFA! 

@RepAndyBiggsAZ @RepMattGaetz @RepGosar…",R
RT @RepEricBurlison: The Repeal the NFA Act will strip the ATF of its authority to criminalize lawful gun owners and undo nearly 90 years o…,R
BURIED LEDE: Former FBI Official Charles McGonigal was colluding while active to set up a post-career influence-ped… https://t.co/RgG9MxNWwU,R
Those who perpetrated the Russian collusion hoax on the American people were in fact taking corrupt cash from Russi… https://t.co/KYvsrd0bBu,R
TONIGHT: I’ll be joining @SeanHannity with Rep. @Jim_Jordan to discuss our upcoming efforts to hold the FBI account… https://t.co/M0lhHdEOdU,R
"There is no amount of ""purges"" that will suddenly make me support giving money to Ukraine. 

Ukraine has been corru… https://t.co/v6XOoNdogy",R
RT @foxnewspolitics: Matt Gaetz says Zelenskyy’s anticorruption effort not enough to let him support more Ukraine aid https://t.co/KJMBwSxT…,R
Whether or not Mike Pence gets a special counsel for classified documents found at his residence is dependent on if… https://t.co/WMT2BQLtck,R
"RT @ColumbiaBugle: .@RepMattGaetz Nails It

""Our FBI is corrupted by political interests domestically and compromised by foreign interests…",R
The FBI is corrupted by political interests domestically and compromised by foreign interests financially.,R
https://t.co/ITedwdt89C,R
“There’s probably not a single presidential library in America that’s not out of some sort of technical compliance… https://t.co/L4XcpHMfet,R
"The Deep State had to accuse Trump of colluding with Russia because he was the only one who wasn't!

FBI counterint… https://t.co/KwowrlY5ZW",R
https://t.co/nVDxVQAlGU,R
#AbolishTheATF https://t.co/LnJG4U9iuU,R
"RT @DineshDSouza: Gaetz is taking action.
https://t.co/ZTQeEnroNH",R
The head of counterintelligence at the NY FBI office was getting paid hundreds of thousands of dollars illegally by… https://t.co/VFccSRaCe8,R
"""Parents don't trust the education system anymore. We're trying to bring transparency to the system so we can have… https://t.co/RSO29bd9Gn",R
Episode 83 LIVE: Moms For Liberty (feat. Catalina Stubbe) – Firebrand with Matt Gaetz https://t.co/ZY03BmQs6M,R
"RT @2A_Freedom: Thank you @RepBoebert for cosponsoring @RepMattGaetz's ABOLISH THE ATF ACT (H.R. 374)!

It's time for the ATF's tyranny to…",R
"RT @DailyCaller: .@RepMattGaetz: ""Maybe the Deep State and a lot of these Democrats have figured out that they'd rather roll with Gavin New…",R
RT @IngrahamAngle: Matt Gaetz: Joe Biden is mad his own DOJ is investigating him. https://t.co/An6tP6Jgkw,R
"RT @Firebrand_Pod: Episode 82 LIVE: Make Congress Work (feat. Rep. Eli Crane) – Firebrand with Matt Gaetz
https://t.co/Cr6AHXkJpD https://t…",R
Biden’s strongest allies are saying they approve of the appointment of a special counsel to criminally investigate… https://t.co/U1BdodwWBk,R
"I'll be joining The @IngrahamAngle tonight at 10pm ET/9pm CT!

Tune in to @FoxNews 👇 https://t.co/N6mEaePW3u",R
RT @2A_Freedom: AFA's Executive Vice President @realPParsons had this to say about @RepMattGaetz's ABOLISH THE ATF ACT (H.R. 374): https://…,R
"Maybe the Democrats have realized that Joe Biden is not useful to them anymore...

https://t.co/rt6jTD1HjL",R
RT @DailyMail: Matt Gaetz suggests DEMOCRATS are behind Biden's documents headache to 'take him out' before 2024 https://t.co/MfWH0KRrma,R
RT @foxnewspolitics: Matt Gaetz says classified docs scandal 'feels like the Democrats are taking out Joe Biden' https://t.co/6wsN5zpT5C,R
RT @RepEricBurlison: It's time to end the ATF's tyranny over American gun owners. That's why I'm honored to cosponsor @RepMattGaetz's ABOLI…,R
"RT @NEWSMAX: Rep. Matt Gaetz introduced legislation to abolish the Bureau of Alcohol, Tobacco, Firearms and Explosives following its new ru…",R
"RT @TimcastNews: Matt Gaetz Introduces Abolish the ATF Act In Response To 'Stabilizing Braces' Ruling
https://t.co/bjUP98HY5p",R
RT @FoxNews: Matt Gaetz says classified docs scandal 'feels like the Democrats are taking out Joe Biden' https://t.co/UmNsFYmeDG,R
RT @FoxNews: Gaetz introduces 'Abolish the ATF Act' after ruling against stabilizing braces https://t.co/JP7u51GONy,R
RT @henryrodgersdc: NEW: Rep. Matt Gaetz Introduces Legislation To Abolish The ATF After Agency Issues Rule Making It Harder For Certain Pe…,R
Read the text of my “Abolish the ATF Act” here: https://t.co/crbb1CeSuO https://t.co/DpiaLBZLSf,R
"House Republicans have the ATF in our crosshairs.

The continued existence of the ATF is increasingly unwarranted b… https://t.co/QtXhOgqof2",R
RT @amrenewcitizen: Thank you to @RepMattGaetz @mattgaetz and #The20Patriots who fought tooth and nail against the entire political establi…,R
"Tonight I proudly nominated 36 students to our nation’s great service academies at Navarre High School!

These patr… https://t.co/P55i1qGGKY",R
RT @bryanbrooks: Thank you @RepMattGaetz for visiting our Aviation Center of Excellence (ACE) at @nwfstatecollege today! It was an honor to…,R
"Joe Biden’s inflation has damaged our country beyond belief. 

Today I met with the Navarre Area Board of Realtors… https://t.co/LxP0ZjIHHL",R
"Learning to stay forever young with folks at @BobHopeVillage! 

Thank you for having me today! 🇺🇸

#OpenGaetzDay https://t.co/dqHrVZ74Xd",R
It was a pleasure to tour the UAS/Aviation Center of Excellence with @NWFStateCollege &amp; @HSUFoundation to explore h… https://t.co/23HjkLVQ40,R
"Thank you Crestview Aerospace for a tour of your facility! 

We had a great discussion about their contributions to… https://t.co/heXcsGL78e",R
"Thanks for having me on the show @Timcast! 🔥

WATCH: https://t.co/QVG5KuWu3W https://t.co/mf40XHfK7i",R
"RT @ColumbiaBugle: .@RepMattGaetz Responds To Claim That Releasing The 14k Hours Of 1/6 Footage Would Jeopardize Security

""I think that it…",R
RT @smerconish: The country is best served when there is civil dialogue among people who sometimes have serious disagreements.,R
"RT @DailyCaller: .@RepMattGaetz talks to CNN's Smerconish about having more cameras in Congress:

GAETZ: ""The American People would be able…",R
RT @Lukewearechange: Who really pulls the strings in Washington D.C w/ @RepMattGaetz https://t.co/8AsftuEeDH,R
https://t.co/QVG5KuVWeo,R
It was not the most comfortable thing in the world for 20 Republicans to send a shockwave through the DC Cartel and… https://t.co/EZLjJ2tHjT,R
https://t.co/BqahXrH0Nu,R
"Rep. George Santos represents over 700,000 people in New York. 

Whether people like that or not, those people dese… https://t.co/jIaYPHaGON",R
RT @CNN: Rep. Matt Gaetz (R-FL) speaks to @smerconish about an altercation with Rep. Mike Rogers (R-AL) on the House floor during one of th…,R
"I think the American people would be able to humanize Congress if they saw more of our interpersonal interactions,… https://t.co/uN5ChkvB8C",R
"RT @alx: I agree, @RepMattGaetz, @ElonMusk should be the first witness called to testify before the Weaponization of Government Select Comm…",R
"When the Weaponization of Government Select Committee meets for the first time, who should their first witness be?… https://t.co/s8UZ8rtEUf",R
"David from Destin, FL: ""Could not be more proud of my Congressman Matt Gaetz. You did what we elected you to do."" https://t.co/jxtUEKmyIq",R
Gaetz: Lobbyists bring their idea to Congress members. The members slap their name on it. It goes into the system.… https://t.co/P8FkbY71S8,R
It's the most insulting thing when you try to persuade someone to change their viewpoint and they literally refer y… https://t.co/fTQvbS1m5h,R
"We had bills that broke up Big Tech. We were waiting for them to come to the floor. 

Then, on the dip, Paul Pelosi… https://t.co/07iIfp4AHT",R
"RT @TPostMillennial: .⁦@mattgaetz⁩ on ⁦@Timcast⁩: We had bills that broke up big tech. We were waiting for them to come to the floor. Then,…",R
"The American people deserve to know the truth about what happened on January 6th.

We have demanded to see all the… https://t.co/hDYWmbE3NF",R
"Going LIVE with @Timcast at 8pm ET/7pm CT! 

https://t.co/QVG5KuVWeo https://t.co/6drghq5eBt",R
We now have House rules in place that would never allow a terrible omnibus legislation to happen to the American pe… https://t.co/bqRYwIAZIa,R
The Weaponization of Government Select Committee will be staffed and resourced at a level no less than the illegiti… https://t.co/YFNTcWvY1p,R
I'll be joining The @BennyJohnson Show today to discuss how Republicans in the 118th Congress plan to fight back ag… https://t.co/PXhA96YRZT,R
"RT @bennyjohnson: Tomorrow on The Benny Show, @RepMattGaetz joins us to talk about how Republicans are fighting back after taking the Major…",R
RT @RepLuna: ICYMI: I joined @RepMattGaetz this morning to discuss why I signed onto @RepRalphNorman’s term limit bill — members of Congres…,R
"RT @RepAndyBiggsAZ: Our border is being flooded with hundreds of thousands of illegal aliens per month.

Many will flaunt their expensive s…",R
"RT @RealAmVoice: ""I am going to outwork any of the pundits and talking heads that are out there saying that I should resign."" 

@Santos4Con…",R
"Gaetz: What do your constituents want to see from Congress?

@RepLuna: They want to be able to trust their governme… https://t.co/mDuAKKS6rk",R
RT @RepGosar: The first piece of legislation I've introduced into the 118th Congress is a joint resolution to terminate the COVID-19 nation…,R
"Gaetz: What's your reaction to calls for your resignation?

@Santos4Congress: I've lived an honest life. I came her… https://t.co/FR6udhZsfO",R
"WE'RE LIVE: Rep. @Santos4Congress joins me in Bannon's WAR ROOM

Tune in at https://t.co/9OxRsXPAWw https://t.co/Ee2SnCmgZx",R
"Gaetz: If Democrats push for a clean amnesty bill without border security, how would we stop that?

@RepAndyBiggsAZ… https://t.co/NFce3McvyD",R
"RT @RepLuna: 🚨I’m joining @Bannons_Warroom with my good friend @RepMattGaetz at 10:30 AM ET. 

You won’t want to miss this! 🔥🇺🇸

TUNE IN to…",R
".@RussVought to Gaetz: ""You and the 20 rebels became heroes in the minds of the American people. When I say this is… https://t.co/e6aoFMU8Zp",R
"RT @RepAndyBiggsAZ: I’ll be live in a few minutes with Matt. 

We’ll be discussing priorities for the 118th Congress and Biden’s recent fia…",R
"I'm LIVE now with @RussVought on Steve Bannon's War Room. @RepAndyBiggsAZ is coming up!

TUNE IN below: 

https://t.co/Rh2x8JbGTz",R
"RT @2A_Freedom: Great to see @RepMattGaetz in Washington this week.

If pro-gun legislators ripped the pages out of his playbook on how to…",R
"TODAY: I’ll be hosting Steve Bannon’s War Room with a special lineup of guests, including new Republican members of… https://t.co/ZgqLQxD0OT",R
RT @timburchett: Why wasn’t the public notified about classified Documents found in @POTUS possession. They were found prior to the midterm…,R
"BIG WIN: @SecDef has been forced to REPEAL the COVID military vax mandate!

This fight is far from over. We have on… https://t.co/AONnKZyD3R",R
.@RepEliCrane to Gaetz: “I saw a pretty generous side of you that a lot of people don’t get to see. I saw you be wi… https://t.co/n7HFxxA6Os,R
"Gaetz: What was more pressure: going on @ABCSharkTank in front of millions, or the experience we had last week voti… https://t.co/otIphF6tkl",R
@RepEliCrane https://t.co/RNCByKXRZB,R
"Gaetz: Is there an intentional purge of conservatives in military institutions?

@RepEliCrane: “100%. That’s why so… https://t.co/7Sj7TIKsfj",R
RT @EliCrane_CEO: It’s about to go down. @RepMattGaetz 👊🇺🇸 https://t.co/Nvq6XmSW22,R
Episode 82 LIVE: Make Congress Work (feat. Rep. Eli Crane) – Firebrand with Matt Gaetz https://t.co/CQsvpqx0VE,R
RT @RealKyleMorris: Gaetz told Fox News that he will “aggressively pursue” the passage of legislation related to term limits.,R
"RT @RealKyleMorris: Florida GOP @RepMattGaetz, who believes a measure surrounding term limits would ""lead to a more effective legislature,""…",R
@cspan https://t.co/FXo4dDVhGm,R
@cspan https://t.co/FXo4dDVhGm,R
Should we keep the @CSPAN cameras in Congress? https://t.co/Y9cwSLr6wq,R
"Americans deserve to know when we are frustrated, kind, present, or absent. The current pool view of the Congress i… https://t.co/KSrjhBNYGY",R
RT @jaketapper: .⁦@RepMattGaetz⁩ amendment to the House Rules package would allow CSPAN cameras to film the House floor at all times — as w…,R
RT @TheInsiderPaper: NEW 🚨 Rep. Matt Gaetz introduces an amendment to allow C-SPAN cameras on the House floor at all times,R
"RT @ChrisCillizza: I stand with Matt Gaetz on this

https://t.co/Ex74BhMzOF",R
RT @foxnewspolitics: Gaetz introduces amendment to bring C-SPAN cameras back to House floor https://t.co/kZJW6veeG0,R
"Last week, America watched in real time how our government is functioning.

I’m introducing an amendment to allow… https://t.co/YMHGrQIq3u",R
